chrom	start	end	strand	type	score	motif	NH1	NH2	F73	F83	F89	F99	F137	F147	F153	F163	F329	F339	F345	F355	F393	F403	F409	F419	event	event_type	introns	location	distance_from_authentic	transcript
chrX	56525222	56697502	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56540358	56824533	+	sj	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56540358	56999177	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56549553	56638343	+	sj	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56558747	56560864	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56563741	56564503	+	sj	6	1	6	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_013444.4
chrX	56563741	56568636	+	sj	3	1	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_013444.4
chrX	56565351	56565386	+	sj	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_013444.4
chrX	56569002	56664816	+	sj	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56569685	56772250	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001348129.2
chrX	56569685	56777652	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001348129.2
chrX	56583108	57159423	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56583231	57522801	+	sj	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56584048	56838183	+	sj	4	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56585170	56633221	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56586055	57558286	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56608195	56608278	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56631756	57325021	-	sj	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56632551	56940867	+	sj	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56638518	57626065	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56640984	56998221	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56641507	56973000	+	sj	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56641507	57300965	+	sj	9	1	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56647482	57124107	+	sj	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56648088	56697502	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56648088	57570885	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56685798	56936953	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56696927	57630430	+	sj	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56697503	57570885	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56700175	56971923	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56700208	57275211	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56700734	56998221	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56703532	56971779	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56729590	56732062	+	sj	89	21	89	0	0	34	0	0	0	0	0	55	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001348129.2
chrX	56732200	56798709	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -18611	cryptic acceptor	2	intron 2	-18611	NM_001348129.2
chrX	56732200	56811019	+	sj	7	21	7	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -6301	cryptic acceptor	2	intron 2	-6301	NM_001348129.2
chrX	56732200	56817319	+	sj	125	21	125	0	0	36	0	0	0	0	0	89	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_001348129.2
chrX	56755122	56972482	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001348129.2
chrX	56755122	56998221	-	sj	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001348129.2
chrX	56755122	57300440	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	56755122	57384155	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	56755122	57562349	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001348129.2
chrX	56755122	57567766	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001348129.2
chrX	56755170	57300488	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	56761834	56762206	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56766241	56771943	+	sj	5	1	0	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56766241	56777345	+	sj	5	1	0	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56766251	56766300	+	sj	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56766291	56771943	+	sj	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56766291	56777345	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56768382	56773782	-	sj	6	2	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56768382	56779184	-	sj	4	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56770878	56776095	+	sj	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56771260	56776620	-	sj	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56771347	56776712	-	sj	3	2	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56771449	56776682	-	sj	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56771852	56772720	-	sj	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56772082	56777407	+	sj	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001348129.2
chrX	56773784	56779184	-	sj	6	2	0	6	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	1	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56787605	56802294	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56792896	56802294	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001348129.2
chrX	56798818	56817319	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 2 donor @ +66619	cryptic donor	2	intron 2	66619	NM_001348129.2
chrX	56838256	57149351	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56840199	56919137	+	sj	5	1	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56840199	57029025	+	sj	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56871131	56896061	-	sj	3	2	0	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56871488	57254288	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56871488	57275937	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56871488	57297968	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56871488	57559874	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56873398	57299879	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56873545	56976418	-	sj	2	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56873957	56998221	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56879141	57778946	+	sj	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56879660	56949656	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56889669	56949656	+	sj	3	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56889669	57011902	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56896616	57631964	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56898335	56971923	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56898335	57627966	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56916969	57522801	+	sj	7	1	3	4	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56917002	56950475	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56935230	57626004	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56935904	57324579	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56935904	57479227	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56935904	57812011	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56937440	57524374	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56938018	57477610	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56941175	57524374	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56941338	57613271	+	sj	2	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56971322	57845904	-	sj	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56973432	56999177	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56977197	56978291	-	sj	1	22	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56978418	56978579	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56978422	56978579	-	sj	5	22	5	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56978661	56979297	-	sj	3	22	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56978661	56984265	-	sj	16	22	16	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	alternate intergenic junction (NR_027139.2 exon 3-4)	alternate intron	NA	intergenic	NA	unknown
chrX	56984479	56994722	-	sj	3	22	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	alternate intergenic/exonic junction (opposite strand) (NR_027139.2 exon 2-3)	alternate intron (opposite strand)	NA	intergenic/exonic	NA	NM_001010862.3
chrX	56984504	57820821	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	56992584	56993786	-	sj	2	22	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_001010862.3
chrX	56993889	56994722	-	sj	6	22	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_001010862.3
chrX	56994950	56995215	-	sj	16	22	16	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001010862.3
chrX	56994950	56995241	-	sj	5	22	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	cryptic exon 1 donor @ -26	cryptic donor	1	exon 1	-26	NM_001010862.3
chrX	56994950	56995280	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	cryptic exon 1 donor @ -65	cryptic donor	1	exon 1	-65	NM_001010862.3
chrX	56998747	57300965	+	sj	9	1	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56998747	57384678	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56998909	57469895	-	sj	2	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	56999029	57301247	+	sj	7	1	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	57012295	57947140	+	sj	6	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57014137	57524374	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57087870	57441450	-	sj	4	2	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	57089403	57443013	-	sj	4	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_174912.4
chrX	57089403	57558157	-	sj	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57089408	57614247	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57089630	57162491	+	sj	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57091184	57095231	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57091184	57112748	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57095539	57112748	-	sj	9	2	9	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57096143	57272269	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57096864	57254042	-	sj	3	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57112783	57114339	-	sj	22	2	20	2	0	0	0	8	0	13	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57114468	57117834	-	sj	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57114468	57118571	-	sj	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57114468	57120404	-	sj	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_001006681.2
chrX	57114468	57134295	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57114468	57136372	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_019003.5
chrX	57117332	57117921	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57117978	57120404	-	sj	4	2	0	4	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_001006681.2
chrX	57117978	57136372	-	sj	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_019003.5
chrX	57118766	57120404	-	sj	31	22	21	10	0	0	0	11	0	15	0	0	0	0	0	5	0	0	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_001006681.2
chrX	57118769	57120404	-	sj	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_001006681.2
chrX	57118769	57136372	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_019003.5
chrX	57120102	57120404	-	sj	13	22	4	9	0	0	0	2	0	2	0	0	0	0	0	6	0	3	0	0	"alternate exonic junction (NM_001282461.2, NM_001282462.2)"	alternate intron	NA	exonic	NA	NM_001006681.2
chrX	57120632	57121237	-	sj	11	24	9	2	0	0	0	6	0	3	0	0	0	0	0	1	0	1	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001006681.2
chrX	57120632	57121279	-	sj	6	4	6	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	cryptic exon 1 donor @ -42	cryptic donor	1	exon 1	-42	NM_001006681.2
chrX	57120632	57121292	-	sj	9	2	9	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	"alternate exon 1 donor @ -55 (NM_001006683.2, NM_001282462.2)"	alternate donor	1	exon 1	-55	NM_001006681.2
chrX	57120632	57121316	-	sj	4	4	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	cryptic exon 1 donor @ -79	cryptic donor	1	exon 1	-79	NM_001006681.2
chrX	57120635	57121237	-	sj	4	4	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	cryptic intron 1 acceptor @ -4	cryptic acceptor	1	intron 1	-4	NM_001006681.2
chrX	57120635	57121242	-	sj	3	4	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA	NM_001006681.2
chrX	57120635	57121292	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	alternate intronic/exonic junction (NM_001006682.2 exon 1-2)	alternate intron	NA	intronic/exonic	NA	NM_001006681.2
chrX	57121968	57126884	+	sj	17	21	17	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	57123662	57834080	-	sj	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
