seqnames	start	end	strand	gene	event	annotated	frame_conserved	intron_no	SJ_IR	seen_in_treatment	dmso_avg_proportion	dmso_stdev	dmso_avg_reads	chx_avg_proportion	chx_stdev	chx_avg_reads	n
chr21	45997449	46121610	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997449	46121610	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997449	46121610	+	COL6A2	unannotated junctions			17	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997458	45999174	+	COL6A1	unannotated junctions			21	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997458	45999174	+	COL6A1	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997458	45999174	+	COL6A1	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997458	45999174	+	COL6A1	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997458	45999174	+	COL6A1	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			28	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			29	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997747	46004404	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997755	45998936	+	COL6A1	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997755	45998936	+	COL6A1	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997755	45998936	+	COL6A1	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997763	45998896	+	COL6A1	exon 23-24 skipping		FALSE	22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45998896	+	COL6A1	exon 23-24 skipping		FALSE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45998896	+	COL6A1	exon 23-24 skipping		FALSE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999152	+	COL6A1	exon 23-24-25 skipping		TRUE	22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999152	+	COL6A1	exon 23-24-25 skipping		TRUE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999152	+	COL6A1	exon 23-24-25 skipping		TRUE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999152	+	COL6A1	exon 23-24-25 skipping		TRUE	25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999656	+	COL6A1	exon 23-24-25-26 skipping		TRUE	22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999656	+	COL6A1	exon 23-24-25-26 skipping		TRUE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999656	+	COL6A1	exon 23-24-25-26 skipping		TRUE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999656	+	COL6A1	exon 23-24-25-26 skipping		TRUE	25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997763	45999656	+	COL6A1	exon 23-24-25-26 skipping		TRUE	26	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45997767	46000339	+	COL6A1	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997767	46000339	+	COL6A1	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997767	46000339	+	COL6A1	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997767	46000339	+	COL6A1	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997767	46000339	+	COL6A1	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997769	45998397	+	COL6A1	cryptic donor ~ exon 24		FALSE	23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997769	46000330	+	COL6A1	cryptic donor ~ exon 28		FALSE	23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997769	46000330	+	COL6A1	cryptic donor ~ exon 28		FALSE	24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997769	46000330	+	COL6A1	cryptic donor ~ exon 28		FALSE	25	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997769	46000330	+	COL6A1	cryptic donor ~ exon 28		FALSE	26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45997769	46000330	+	COL6A1	cryptic donor ~ exon 28		FALSE	27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998172	45998319	+	COL6A1	exon 23 ~ cryptic acceptor		TRUE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999152	+	COL6A1	exon 24-25 skipping		FALSE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999152	+	COL6A1	exon 24-25 skipping		FALSE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999152	+	COL6A1	exon 24-25 skipping		FALSE	25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999656	+	COL6A1	exon 24-25-26 skipping		FALSE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999656	+	COL6A1	exon 24-25-26 skipping		FALSE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999656	+	COL6A1	exon 24-25-26 skipping		FALSE	25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998172	45999656	+	COL6A1	exon 24-25-26 skipping		FALSE	26	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998176	45998397	+	COL6A1	cryptic donor ~ exon 24		FALSE	23	SJ	dmso only	0.00%	0.00%	0.3				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			28	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			29	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998252	46004274	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45998434	45998905	+	COL6A1	exon 24 ~ cryptic acceptor		TRUE	24	SJ	dmso only	0.00%	0.00%	0.2				20
chr21	45998434	45998939	+	COL6A1	exon 24 ~ cryptic acceptor		FALSE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45998438	45999186	+	COL6A1	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			28	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			29	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999177	46003998	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999194	46002229	+	COL6A1	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999194	46002229	+	COL6A1	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999194	46002229	+	COL6A1	unannotated junctions			28	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999194	46002229	+	COL6A1	unannotated junctions			29	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999194	46002229	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999194	46002229	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999219	45999485	+	COL6A1	exon 26 ~ cryptic acceptor		TRUE	26	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45999219	45999611	+	COL6A1	exon 26 ~ cryptic acceptor		TRUE	26	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45999219	46001252	+	COL6A1	exon 27-28-29 skipping		TRUE	26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999219	46001252	+	COL6A1	exon 27-28-29 skipping		TRUE	27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999219	46001252	+	COL6A1	exon 27-28-29 skipping		TRUE	28	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999219	46001252	+	COL6A1	exon 27-28-29 skipping		TRUE	29	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999680	46000822	+	COL6A1	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45999680	46000822	+	COL6A1	unannotated junctions			28	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	45999693	46001960	+	COL6A1	exon 28-29-30 skipping		FALSE	27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999693	46001960	+	COL6A1	exon 28-29-30 skipping		FALSE	28	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999693	46001960	+	COL6A1	exon 28-29-30 skipping		FALSE	29	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999693	46001960	+	COL6A1	exon 28-29-30 skipping		FALSE	30	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			28	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			29	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			2	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			7	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			8	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			9	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			10	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			11	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			12	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			13	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			14	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			17	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			18	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			19	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			20	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			21	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	45999697	46435846	+	COL6A2	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.5				20
chr21	46001265	46002037	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46001281	46004877	+	COL6A1	unannotated junctions			30	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001281	46004877	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001281	46004877	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001281	46004877	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001281	46004877	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001381	46001960	+	COL6A1	cryptic donor ~ exon 31		TRUE	30	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001387	46002001	+	COL6A1	exon 30 ~ cryptic acceptor		FALSE	30	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46001387	46002177	+	COL6A1	exon 30 ~ cryptic acceptor		FALSE	30	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46001952	46112391	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46001952	46112391	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001952	46112391	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001952	46112391	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001952	46112391	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46001952	46112391	+	COL6A2	unannotated junctions			2	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46001991	46002266	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002024	46038969	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002024	46038969	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002024	46038969	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002024	46038969	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002054	46007754	+	COL6A1	unannotated junctions			31	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002054	46007754	+	COL6A1	unannotated junctions			32	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002054	46007754	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002054	46007754	+	COL6A1	unannotated junctions			34	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002071	46002219	+	COL6A1	exon 31 ~ cryptic acceptor		FALSE	31	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002551	46003124	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002570	46003134	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002689	46003127	+	COL6A1	unannotated junctions			33	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46002711	46002830	+	COL6A1	exon 33 ~ cryptic acceptor		FALSE	33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002711	46003442	+	COL6A1	exon 33 ~ cryptic acceptor		FALSE	33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002711	46003442	+	COL6A1	exon 33 ~ cryptic acceptor		FALSE	34	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46002711	46430893	+	COL6A1	exon 33 ~ cryptic acceptor		FALSE	33	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A1	exon 33 ~ cryptic acceptor		FALSE	34	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	1	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	2	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	3	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	4	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	5	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	6	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	7	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	8	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	9	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	10	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	11	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	12	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	13	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	15	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	16	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	17	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	18	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	19	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	20	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	21	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	24	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	25	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	26	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002711	46430893	+	COL6A2	exon 33 ~ cryptic acceptor		FALSE	27	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002734	46003119	+	COL6A1	cryptic donor ~ exon 34		FALSE	33	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002751	46003390	+	COL6A1	cryptic donor ~ exon 35		TRUE	34	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46002868	46003119	+	COL6A1	cryptic donor ~ exon 34		FALSE	33	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46003150	46003317	+	COL6A1	exon 34 ~ cryptic acceptor		FALSE	34	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46003150	46003510	+	COL6A1	exon 34 ~ cryptic acceptor		TRUE	34	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46004800	46115902	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46004800	46115902	+	COL6A2	unannotated junctions			2	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46004800	46115902	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46004800	46115902	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46004800	46115902	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			2	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			7	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			8	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			9	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			10	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			11	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			12	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			13	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			14	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			17	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			18	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			19	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			20	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			21	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46041121	46125268	+	COL6A2	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			2	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			12	SJ	dmso only	0.00%	0.00%	0.05				20
