chrom	start	end	strand	transcript	gene
chr4	184694084	184734096	-	NM_024629.4	CENPU
chr4	82900734	82919969	+	NM_024672.6	THAP9
chr4	40749954	40811184	+	NM_024677.6	NSUN7
chr4	68928462	68951804	-	NM_024743.4	UGT2A3
chr4	121131407	121164321	-	NM_024873.6	TNIP3
chr4	25312773	25370383	+	NM_024936.3	ZCCHC4
chr4	38966743	39032409	-	NM_024943.3	TMEM156
chr4	183099256	183320777	+	NM_024949.6	WWC2
chr4	55948944	56033361	+	NM_025009.5	CEP135
chr4	78057322	78544269	+	NM_025074.7	FRAS1
chr4	48986274	49062079	+	NM_025087.3	CWH43
chr4	39182528	39285810	+	NM_025132.4	WDR19
chr4	112297368	112442621	+	NM_025144.4	ALPK1
chr4	7058894	7068064	-	NM_025196.4	GRPEL1
chr4	17614640	17634105	+	NM_025205.5	MED28
chr4	104468307	104494894	-	NM_025212.4	CXXC4
chr4	20728605	21948772	-	NM_025221.6	KCNIP4
chr4	139506037	139556219	-	NM_030648.4	SETD7
chr4	109709988	109730070	-	NM_030821.5	PLA2G12A
chr4	53377640	53460862	+	NM_030917.4	FIP1L1
chr4	38772237	38782990	-	NM_030956.4	TLR10
chr4	108742052	108763053	-	NM_031279.4	ETNPPL
chr4	127730399	127774292	+	NM_031291.4	SLC25A31
chr4	139454120	139476609	+	NM_031296.3	RAB33B
chr4	82352497	82373991	-	NM_031370.3	HNRNPD
chr4	82422568	82430462	-	NM_031372.4	HNRNPDL
chr4	70628743	70646824	+	NM_031889.3	ENAM
chr4	15428032	15446167	+	NM_031911.5	C1QTNF7
chr4	15960244	15963175	-	NM_031950.4	FGFBP2
chr4	146706616	146945864	-	NM_031956.4	TTC29
chr4	153344687	153415118	+	NM_032117.4	MND1
chr4	163471094	163473754	-	NM_032136.5	TKTL2
chr4	99511020	99542303	+	NM_032149.3	C4orf17
chr4	73073375	73258798	-	NM_032217.5	ANKRD17
chr4	681828	689151	-	NM_032219.4	SLC49A3
chr4	56963349	56977606	-	NM_032313.4	NOA1
chr4	932459	958656	+	NM_032326.4	TMEM175
chr4	56647997	56681296	-	NM_032495.6	HOPX
chr4	143184916	143223874	+	NM_032557.6	USP38
chr4	139266164	139280225	-	NM_032623.4	MGARP
chr4	79316646	79326061	-	NM_032693.3	NAA11
chr4	83536107	83605875	+	NM_032717.5	GPAT3
chr4	168987589	169010255	-	NM_032783.5	CBR4
chr4	88520997	88523776	-	NM_032906.5	PYURF
chr4	133149293	133194700	+	NM_032961.3	PCDH10
chr4	70334980	70337116	+	NM_033122.4	CABS1
chr4	79406360	79408228	-	NM_033214.3	GK2
chr4	6640684	6642729	+	NM_033296.3	MRFAP1
chr4	112274536	112285904	-	NM_052864.3	TIFA
chr4	10486394	10684768	-	NM_052964.4	CLNK
chr4	69280474	69295050	+	NM_053039.2	UGT2B28
chr4	10439879	10457426	-	NM_053042.3	ZNF518B
chr4	8269753	8307098	+	NM_053044.5	HTRA3
chr4	139301504	139391384	+	NM_057175.5	NAA15
chr4	79901145	80073229	-	NM_058172.6	ANTXR2
chr4	86594314	86815161	+	NM_080683.3	PTPN13
chr4	8580391	8590023	+	NM_080819.5	GPR78
chr4	176213672	176269222	-	NM_080874.4	ASB5
chr4	46734826	46909245	-	NM_130902.3	COX7B2
chr4	54100162	54102498	+	NM_133267.3	GSX2
chr4	439987	499156	-	NM_133474.4	ZNF721
chr4	118888853	119061247	+	NM_133477.3	SYNPO2
chr4	83407345	83455823	-	NM_133636.5	HELQ
chr4	44701794	44726556	-	NM_138335.3	GNPDA2
chr4	147637784	147684163	-	NM_138364.4	PRMT9
chr4	163128668	163166890	-	NM_138386.3	NAF1
chr4	38867805	38945739	+	NM_138389.4	FAM114A1
chr4	6674074	6676047	+	NM_138699.3	MRFAP1L2
chr4	86010404	86360053	-	NM_138982.4	MAPK10
chr4	83459516	83485100	-	NM_139076.3	ABRAXAS1
chr4	102900927	103019705	-	NM_139173.4	SLC9B1
chr4	122379010	122429784	+	NM_139243.4	ADAD1
chr4	77713386	77819368	-	NM_144571.3	CNOT6L
chr4	128883992	129093539	-	NM_144643.4	SCLT1
chr4	176184578	176195585	-	NM_144644.4	SPATA4
chr4	86876204	86892422	-	NM_144645.4	C4orf36
chr4	70655540	70666508	-	NM_144646.4	JCHAIN
chr4	75514472	75530026	+	NM_144721.6	THAP6
chr4	154781271	154828813	+	NM_144979.5	RBM46
chr4	122923077	123319433	+	NM_145207.3	AFG2A
chr4	100185869	100190468	-	NM_145244.4	DDIT4L
chr4	52051303	52097299	+	NM_145263.4	SPATA18
chr4	22387375	22516066	-	NM_145290.4	ADGRA3
chr4	4290250	4321783	+	NM_145291.4	ZBTB49
chr4	89111532	89114901	+	NM_145715.3	TIGD2
chr4	152769353	152779730	-	NM_145720.4	TIGD4
chr4	5562438	5708559	-	NM_147127.5	EVC2
chr4	13568737	13627725	-	NM_148894.3	BOD1L1
chr4	70472196	70482997	+	NM_152291.3	MUC7
chr4	7043371	7057952	+	NM_152293.3	TADA2B
chr4	112145453	112195256	+	NM_152400.3	FAM241A
chr4	55556518	55592245	-	NM_152401.3	PDCL2
chr4	117083553	117085576	-	NM_152402.3	TRAM1L1
chr4	52872981	53366061	-	NM_152540.4	SCFD2
chr4	88257619	88284561	-	NM_152542.5	PPM1K
chr4	158893133	159035229	-	NM_152543.3	SPMIP2
chr4	8440776	8476555	+	NM_152544.3	TRMT44
chr4	81426392	81471907	-	NM_152545.3	RASGEF1B
chr4	122732703	122744939	+	NM_152618.3	BBS12
chr4	165031998	165041749	+	NM_152620.3	TRIM60
chr4	48483342	48489526	+	NM_152679.4	SLC10A4
chr4	152618627	152679997	-	NM_152680.3	TMEM154
chr4	183639634	183659185	-	NM_152682.4	RWDD4
chr4	184649737	184694952	+	NM_152683.4	PRIMPOL
chr4	80335729	80963750	+	NM_152770.3	CFAP299
chr4	185445181	185471733	-	NM_152775.4	CCDC110
chr4	70226123	70235252	+	NM_152997.4	FDCSP
chr4	184088705	184217873	-	NM_153343.4	ENPP6
chr4	16160504	16226471	-	NM_153365.3	TAPT1
chr4	7040848	7043001	-	NM_153376.3	CCDC96
chr4	140524167	140553770	+	NM_153702.4	ELMOD2
chr4	5711200	5814305	+	NM_153717.3	EVC
chr4	88695912	88697829	-	NM_153757.4	NAP1L5
chr4	145619384	145660033	+	NM_172250.3	MMAA
chr4	70902368	70988168	+	NM_173468.4	MOB1B
chr4	46035768	46124054	-	NM_173536.4	GABRG1
chr4	188091271	188109603	-	NM_173553.4	TRIML2
chr4	3463305	3494482	+	NM_173660.5	DOK7
chr4	153710159	153760024	-	NM_173662.4	RNF175
chr4	187995770	188005046	+	NM_174900.5	ZFP42
chr4	39546335	39638865	-	NM_174921.3	SMIM14
chr4	97558871	98143476	-	NM_174952.3	STPG2
chr4	48490251	48494389	+	NM_175619.3	ZAR1
chr4	39406929	39451533	+	NM_175737.4	KLB
chr4	121824328	121870474	-	NM_176824.3	BBS7
chr4	105369076	105474062	-	NM_176869.3	PPA2
chr4	73571549	73620436	-	NM_177532.5	RASSF6
chr4	4188725	4226929	-	NM_177998.3	OTOP1
chr4	87303793	87322882	-	NM_178135.5	HSD17B13
chr4	75556065	75564817	+	NM_178497.5	ODAPH
chr4	188139440	188147743	+	NM_178556.5	TRIML1
chr4	2059326	2069089	+	NM_178557.4	NAT8L
chr4	103022252	103076761	-	NM_178833.7	SLC9B2
chr4	176065840	176182815	+	NM_181265.4	WDR17
chr4	185396840	185400241	+	NM_181726.4	ANKRD37
chr4	56338289	56387491	-	NM_181806.4	AASDH
chr4	2071917	2242121	-	NM_181808.4	POLN
chr4	102794382	102827551	-	NM_181891.3	UBE2D3
chr4	68226652	68245694	-	NM_182502.3	TMPRSS11B
chr4	53320	88208	+	NM_182524.4	ZNF595
chr4	44622087	44651625	-	NM_182592.3	YIPF7
chr4	2963570	3040760	+	NM_182982.3	GRK4
chr4	107931548	107953461	+	NM_183075.3	CYP2U1
chr4	151277160	151291862	+	NM_183375.5	PRSS48
chr4	82924602	83010823	-	NM_194282.4	LIN54
chr4	86823467	86849384	-	NM_197965.3	SLC10A6
chr4	121328641	121381018	-	NM_198179.3	QRFPR
chr4	89236382	89307800	-	NM_198281.3	GPRIN3
chr4	44173902	44448809	-	NM_198353.3	KCTD8
chr4	109848106	109872315	+	NM_198506.5	LRIT3
chr4	143870863	143905559	-	NM_198682.3	GYPE
chr4	108808724	109302658	-	NM_198721.4	COL25A1
chr4	78776349	78916365	+	NM_198892.2	BMP2K
chr4	128809699	128875224	+	NM_199320.4	JADE1
chr4	175632936	175812264	-	NM_201591.3	GPM6A
chr4	6707700	6709865	-	NM_203462.3	MRFAP1L1
chr4	75642785	75673411	-	NM_203505.3	G3BP2
chr4	48016771	48040173	+	NM_207330.3	NIPAL1
chr4	186191566	186213463	+	NM_207352.4	CYP4V2
chr4	42110852	42152655	-	NM_207406.4	BEND4
chr4	68053197	68129869	-	NM_207407.2	TMPRSS11F
chr4	70518568	70532743	+	NM_212557.4	AMTN
chr4	70154236	70166609	+	NM_214711.4	PRR27
chr4	190064501	190067864	+	NR_121644.1	DBET
chr4	3046138	3074624	-	NR_185914.1	HTT-AS
chr4_GL000257v2_alt	4028	43732	-	NM_001031732.4	YTHDC1
chr4_GL000257v2_alt	392012	408042	+	NM_001075.6	UGT2B10
chr4_GL000257v2_alt	222963	247007	-	NM_001076.4	UGT2B15
chr4_GL000257v2_alt	141153	191291	+	NM_014058.4	TMPRSS11E
chr4_GL000257v2_alt	504481	527823	-	NM_024743.4	UGT2A3
chr4_GL383527v1_alt	88740	118483	-	NM_001334.3	CTSO
chr4_GL383527v1_alt	68318	85029	+	NM_005651.4	TDO2
chr4_GL383527v1_alt	1270	30900	-	NM_017419.3	ASIC5
chr4_KI270896v1_alt	361897	364787	-	NM_001286820.2	FRG2
chr4_KI270896v1_alt	278401	300723	+	NM_004477.3	FRG1
chr4_KQ090013v1_alt	74374	89176	+	NM_001177382.2	CPEB2
chr4_KQ090015v1_alt	68594	76674	+	NM_000200.3	HTN3
chr4_KQ090015v1_alt	90573	98984	+	NM_002159.4	HTN1
chr4_KQ090015v1_alt	36101	42706	+	NM_003154.3	STATH
chr4_KQ090015v1_alt	198822	211195	+	NM_214711.4	PRR27
chr4_KQ983257v1_fix	116954	119842	-	NM_001286820.2	FRG2
chr4_KQ983257v1_fix	200221	202293	+	NM_001306068.3	DUX4
chr4_KQ983257v1_fix	33801	56122	+	NM_004477.3	FRG1
chr4_KQ983257v1_fix	157105	160479	+	NR_121644.1	DBET
chr4_KQ983258v1_alt	116954	119842	-	NM_001286820.2	FRG2
chr4_KQ983258v1_alt	33801	56122	+	NM_004477.3	FRG1
chr4_KQ983258v1_alt	157105	160479	+	NR_121644.1	DBET
chr4_KV766193v1_alt	159370	419428	-	NM_001358235.2	DCHS2
chr4_ML143344v1_fix	214785	232370	-	NM_001174070.3	FAM53A
chr4_ML143347v1_fix	119830	124622	-	NM_018942.3	HMX1
chr4_MU273349v1_alt	36358	41373	+	NM_001006.5	RPS3A
chr4_MU273349v1_alt	57011	262336	-	NM_001378122.1	SH3D19
chr5	148826610	148828623	+	NM_000024.6	ADRB2
chr5	112737884	112846239	+	NM_000038.6	APC
chr5	78777208	78985310	-	NM_000046.5	ARSB
chr5	41142115	41213532	-	NM_000065.5	C6
chr5	60866453	60945070	-	NM_000082.4	ERCC8
chr5	149960757	149987400	+	NM_000112.4	SLC26A2
chr5	42423438	42721878	+	NM_000163.5	GHR
chr5	151822512	151924851	-	NM_000171.4	GLRA1
chr5	143277933	143403686	-	NM_000176.3	NR3C1
chr5	156327163	156767788	+	NM_000337.6	SGCD
chr5	70925086	70953015	+	NM_000344.4	SMN1
chr5	136028987	136063818	+	NM_000358.3	TGFBI
chr5	151253184	151270440	+	NM_000405.5	GM2A
chr5	119452496	119542332	+	NM_000414.4	HSD17B4
chr5	41730064	41870425	-	NM_000436.4	OXCT1
chr5	96390332	96433248	-	NM_000439.5	PCSK1
chr5	149857952	149944793	-	NM_000440.3	PDE6A
chr5	177402140	177409564	-	NM_000505.4	F12
chr5	37812676	37840041	-	NM_000514.4	GDNF
chr5	74685232	74721288	+	NM_000521.4	HEXB
chr5	63957873	63962445	-	NM_000524.4	HTR1A
chr5	40909496	40984643	+	NM_000587.4	C7
chr5	132060654	132063204	+	NM_000588.4	IL3
chr5	132673988	132682678	+	NM_000589.4	IL4
chr5	135892245	135895841	-	NM_000590.2	IL9
chr5	140631731	140633175	-	NM_000591.4	CD14
chr5	159916481	159973012	+	NM_000679.4	ADRA1B
chr5	132073788	132076170	+	NM_000758.4	CSF2
chr5	80626225	80654983	-	NM_000791.4	DHFR
chr5	175440035	175444182	-	NM_000794.5	DRD1
chr5	142592177	142686090	-	NM_000800.5	FGF1
chr5	161685720	161702592	+	NM_000811.3	GABRA6
chr5	153490669	153813869	+	NM_000827.4	GRIA1
chr5	178978326	178995320	-	NM_000843.4	GRM6
chr5	75337219	75362101	+	NM_000859.3	HMGCR
chr5	148481546	148654527	-	NM_000870.7	HTR4
chr5	132541444	132543522	-	NM_000879.3	IL5
chr5	123023249	123036725	-	NM_000943.5	PPIC
chr5	35055701	35230487	-	NM_000949.7	PRLR
chr5	40679914	40693735	+	NM_000958.3	PTGER4
chr5	40825261	40835222	-	NM_000997.5	RPL37
chr5	148168545	148175619	+	NM_001001325.2	SPINK14
chr5	157341597	157345677	-	NM_001001343.4	FNDC9
chr5	180739122	180740058	-	NM_001001657.1	OR2Y1
chr5	149581497	149634968	+	NM_001001669.3	ARHGEF37
chr5	1201594	1225111	+	NM_001003841.3	SLC6A19
chr5	177426675	177442891	+	NM_001004106.3	GRK6
chr5	80556754	80570280	-	NM_001004441.3	ANKRD34B
chr5	41306951	41510601	-	NM_001005473.3	PLCXD3
chr5	140125936	140129392	+	NM_001007189.2	IGIP
chr5	36098406	36151887	-	NM_001007527.2	LMBRD2
chr5	175871577	175884021	+	NM_001008220.2	CPLX2
chr5	55160170	55167297	+	NM_001008397.4	GPX8
chr5	131949972	132011658	-	NM_001009185.3	ACSL6
chr5	150296342	150302905	-	NM_001012301.4	ARSI
chr5	34929558	34958964	+	NM_001012339.3	DNAJC21
chr5	43039370	43040319	-	NM_001014279.3	ANXA2R
chr5	128965487	129033635	+	NM_001017372.3	SLC27A6
chr5	132190146	132227853	-	NM_001017974.2	P4HA2
chr5	57480017	57482811	-	NM_001017992.4	ACTBL2
chr5	172333498	172454525	-	NM_001017995.3	SH3PXD2B
chr5	82273319	82278354	-	NM_001025.5	RPS23
chr5	150401638	150412910	-	NM_001025159.3	CD74
chr5	146084312	146105577	-	NM_001029869.3	PLAC8L1
chr5	64506014	64612319	+	NM_001029875.3	RGS7BP
chr5	177400108	177400661	-	NM_001029886.3	PFN3
chr5	177301197	177303719	-	NM_001031677.4	RAB24
chr5	172834250	172952683	+	NM_001031711.3	ERGIC1
chr5	16473052	16616997	-	NM_001034850.3	RETREG1
chr5	140550067	140557473	-	NM_001035235.4	SRA1
chr5	157266122	157395594	+	NM_001037333.3	CYFIP2
chr5	73498441	73505667	+	NM_001037637.2	BTF3
chr5	69415115	69444330	+	NM_001038603.3	MARVELD2
chr5	110419495	110726671	-	NM_001039763.4	TMEM232
chr5	132747425	132754403	+	NM_001039780.4	CCNI2
chr5	148268793	148286255	+	NM_001040129.3	SPINK13
chr5	148335558	148339852	+	NM_001040433.2	SPINK9
chr5	115267189	115296654	-	NM_001040440.3	CCDC112
chr5	32227006	32312939	-	NM_001040446.3	MTMR12
chr5	96774483	96807945	-	NM_001040458.3	ERAP1
chr5	180899158	180950906	+	NM_001040462.3	BTNL8
chr5	35904287	35938622	-	NM_001042625.2	CAPSL
chr5	1392793	1445440	-	NM_001044.5	SLC6A3
chr5	128083765	128189677	+	NM_001046.3	SLC12A2
chr5	6633439	6674386	+	NM_001047.4	SRD5A1
chr5	61157703	61162468	-	NM_001048249.4	SMIM15
chr5	127649081	127658630	+	NM_001048252.3	CTXN3
chr5	66144299	66183615	+	NM_001077199.3	SREK1
chr5	139448559	139462743	-	NM_001077693.4	ECSCR
chr5	191494	196334	+	NM_001080478.3	LRRC14B
chr5	145858520	145873014	-	NM_001080516.2	GRXCR2
chr5	113022105	113488453	-	NM_001085377.2	MCC
chr5	36192588	36241925	-	NM_001085411.3	NADK2
chr5	7830377	7851133	-	NM_001089584.3	CFAP90
chr5	43287469	43313412	-	NM_001098272.3	HMGCS1
chr5	62306205	62391025	+	NM_001098511.3	KIF2A
chr5	132750818	132777239	-	NM_001098811.2	SEPTIN8
chr5	135444225	135452351	-	NM_001099221.2	TIFAB
chr5	75674123	75717437	-	NM_001099271.2	POC5
chr5	157460212	157474722	+	NM_001099287.2	NIPAL4
chr5	155013754	155018141	+	NM_001099293.3	KIF4B
chr5	176630674	176646644	+	NM_001099408.2	EIF4E1B
chr5	81233321	81266398	+	NM_001099735.2	CKMT2
chr5	16067138	16179791	-	NM_001102562.3	MARCHF11
chr5	54517758	54546586	+	NM_001102575.2	SNX18
chr5	170232984	170246231	+	NM_001102609.3	C5orf58
chr5	58969037	59893726	-	NM_001104631.2	PDE4D
chr5	147235025	147387855	+	NM_001112724.2	STK32A
chr5	64165842	64372869	+	NM_001113561.2	RNF180
chr5	134298423	134367171	-	NM_001113575.2	CDKL3
chr5	79612440	79688246	+	NM_001114394.3	TENT2
chr5	95813848	95822726	-	NM_001118890.2	GLRX
chr5	150661250	150679368	+	NM_001122853.3	MYOZ3
chr5	142310429	142325021	-	NM_001127496.3	SPRY4
chr5	161848119	161899971	+	NM_001127644.2	GABRA1
chr5	38474667	38556646	-	NM_001127671.2	LIFR
chr5	169861302	169980495	-	NM_001129891.3	INSYN2B
chr5	160091338	160119450	-	NM_001130864.2	PWWP2A
chr5	81301586	81313297	+	NM_001131035.2	ZCCHC9
chr5	95646776	95658082	+	NM_001131066.2	RFESD
chr5	42756817	42802439	+	NM_001134848.2	CCDC152
chr5	134845967	134859735	+	NM_001135586.1	C5orf24
chr5	142770376	143229007	+	NM_001135608.3	ARHGAP26
chr5	179023803	179035064	+	NM_001136116.3	ZNF879
chr5	123089240	123194266	+	NM_001136239.4	PRDM6
chr5	163460631	163491941	+	NM_001142556.2	HMMR
chr5	172641262	172691540	+	NM_001142651.3	NEURL1B
chr5	173989169	174006140	+	NM_001144954.2	C5orf47
chr5	157671532	157680158	+	NM_001145132.2	C5orf52
chr5	6448858	6496723	+	NM_001145161.3	UBE2QL1
chr5	94150850	94618604	-	NM_001145678.3	KIAA0825
chr5	150846520	150848702	+	NM_001145805.2	IRGM
chr5	151100705	151157779	-	NM_001155.5	ANXA6
chr5	139390591	139395104	-	NM_001161546.2	PROB1
chr5	107859034	108382098	-	NM_001163315.3	FBXL17
chr5	10564069	10657816	+	NM_001164440.2	ANKRD33B
chr5	64690502	64718190	+	NM_001164442.2	SHISAL2B
chr5	179678559	179681034	-	NM_001164444.2	CBY3
chr5	127051303	127073502	-	NM_001164478.2	C5orf63
chr5	66596392	67169593	+	NM_001164664.2	MAST4
chr5	55112970	55173177	-	NM_001170402.1	CDC20B
chr5	172194171	172203454	+	NM_001171183.2	EFCAB9
chr5	180847610	180861276	-	NM_001172638.2	ZFP62
chr5	132822140	132830647	-	NM_001172700.2	SHROOM1
chr5	157029412	157059116	-	NM_001173393.3	HAVCR1
chr5	80138726	80256048	-	NM_001174072.3	SERINC5
chr5	102755304	103029716	+	NM_001177306.2	PAM
chr5	73626195	73941990	+	NM_001177693.2	ARHGEF28
chr5	178941197	178966433	+	NM_001178089.3	ZNF454
chr5	126541840	126595219	-	NM_001182.5	ALDH7A1
chr5	55219563	55227315	-	NM_001190787.3	MCIDAS
chr5	177519788	177554563	-	NM_001190946.3	FAM193B
chr5	122160175	122182658	+	NM_001195535.4	ZNF475
chr5	116032471	116059489	+	NM_001195581.2	ARL14EPL
chr5	147390807	147510068	-	NM_001197294.2	DPYSL3
chr5	176905005	177006779	-	NM_001199298.2	UIMC1
chr5	159157408	159209553	-	NM_001199383.2	RNF145
chr5	32711320	32791720	+	NM_001204375.2	NPR3
chr5	173144530	173164387	+	NM_001205.3	BNIP1
chr5	69492789	69558104	+	NM_001205254.2	OCLN
chr5	87394273	87412930	-	NM_001239.4	CCNH
chr5	65926574	66082546	+	NM_001253697.2	ERBIN
chr5	127290795	127461222	+	NM_001256545.2	MEGF10
chr5	81412803	81751097	-	NM_001256732.3	SSBP2
chr5	179614177	179623671	-	NM_001257293.2	HNRNPH1
chr5	129748093	129766732	+	NM_001257308.2	MINAR2
chr5	181123121	181131169	-	NM_001258283.2	OR2V1
chr5	98853984	98929007	-	NM_001270.4	CHD1
chr5	147585437	147782728	-	NM_001270941.2	JAKMIP2
chr5	138439056	138446965	+	NM_001271803.2	REEP2
chr5	103120300	103212799	+	NM_001276277.3	PPIP5K2
chr5	75611452	75671846	+	NM_001276713.2	ANKDD1B
chr5	115841934	115914081	+	NM_001284.4	AP3S1
chr5	80408063	80483379	+	NM_001284236.3	ZFYVE16
chr5	150053294	150086554	-	NM_001288705.3	CSF1R
chr5	171785816	171791136	+	NM_001289970.2	SMIM23
chr5	119071086	119249127	+	NM_001290321.3	DMXL1
chr5	56919602	56952123	-	NM_001297599.2	MIER3
chr5	115124771	115169908	-	NM_001300759.2	TRIM36
chr5	120464299	120687314	+	NM_001300783.2	PRR16
chr5	132692630	132737546	-	NM_001300791.2	KIF3A
chr5	132996984	133026549	-	NM_001300816.3	ZCCHC10
chr5	134758778	134831121	+	NM_001300860.2	DDX46
chr5	137889456	137942747	+	NM_001300921.2	PKD2L2
chr5	138084032	138091541	+	NM_001300939.2	WNT8A
chr5	154858626	154876792	+	NM_001301073.2	CNOT8
chr5	131806989	131945663	-	NM_001303622.2	MEIKIN
chr5	58491434	58497090	+	NM_001304431.2	GAPT
chr5	160249082	160312564	-	NM_001308173.3	CCNJL
chr5	176238423	176345989	+	NM_001308195.2	SIMC1
chr5	177501903	177509826	-	NM_001308236.3	DOK3
chr5	127703390	127941507	+	NM_001317938.2	CCDC192
chr5	43120913	43176322	+	NM_001330707.2	ZNF131
chr5	10971835	11904446	-	NM_001332.4	CTNND2
chr5	39371676	39424980	-	NM_001343.4	DAB2
chr5	181255146	181261143	-	NM_001346048.2	TRIM52
chr5	135834662	135888637	+	NM_001349336.2	SLC25A48
chr5	136191467	136193162	-	NM_001350994.2	SMIM32
chr5	710354	784729	-	NM_001351303.2	ZDHHC11B
chr5	17654867	17655849	-	NM_001355258.2	H3Y1
chr5	168529304	168530634	+	NM_001355274.2	FBLL1
chr5	178184504	178187371	-	NM_001358008.2	GMCL2
chr5	148238524	148243580	+	NM_001363511.2	MARCOL
chr5	177456609	177473634	-	NM_001363541.2	DBN1
chr5	79976715	79991262	-	NM_001363818.2	MTX3
chr5	123512176	123617049	+	NM_001364140.2	CSNK1G3
chr5	139471003	139473700	+	NM_001365197.1	SMIM33
chr5	65625026	65630928	+	NM_001365341.2	SHLD3
chr5	98773662	98796494	+	NM_001366508.1	RGMB
chr5	75025345	75052558	-	NM_001366737.1	GCNT4
chr5	175658070	175710756	+	NM_001367711.1	HRH2
chr5	119629557	119635822	+	NM_001367956.1	FAM170A
chr5	13690327	13944688	-	NM_001369.3	DNAH5
chr5	180494378	180578358	+	NM_001370472.1	CNOT6
chr5	150357696	150400293	+	NM_001371623.1	TCOF1
chr5	161288435	161546725	-	NM_001371727.1	GABRB2
chr5	17490966	17492076	-	NM_001371919.1	H3Y2
chr5	75068296	75236878	-	NM_001372053.1	ANKRD31
chr5	123344891	123423403	-	NM_001375405.1	CEP120
chr5	131264052	131394672	+	NM_001375635.1	CDC42SE2
chr5	69560190	69595221	+	NM_001376000.2	GTF2H2C
chr5	74777573	74866387	-	NM_001376049.1	FAM169A
chr5	321713	438285	+	NM_001377236.1	AHRR
chr5	171861548	172006638	-	NM_001378974.1	FBXW11
chr5	75377774	75511629	-	NM_001379029.1	CERT1
chr5	147824581	147831671	-	NM_001379610.1	SPINK1
chr5	31400493	31532093	-	NM_001382508.1	DROSHA
chr5	146447332	146511961	+	NM_001382548.1	TCERG1
chr5	37106234	37249376	-	NM_001384732.1	CPLANE1
chr5	137937959	138033079	-	NM_001385994.1	FAM13B
chr5	134525669	134583227	+	NM_001388185.1	JADE2
chr5	178694571	178697761	-	NM_001395436.2	MSANTD5
chr5	166979028	168264157	+	NM_001395460.1	TENM2
chr5	17585161	17585758	-	NM_001401679.1	TAF11L7
chr5	17590363	17590960	-	NM_001401681.1	TAF11L8
chr5	17597231	17597828	-	NM_001401685.1	TAF11L10
chr5	17634459	17635053	+	NM_001401687.1	TAF11L14
chr5	17593797	17594394	-	NM_001401693.1	TAF11L9
chr5	17632087	17632684	+	NM_001401695.1	TAF11L13
chr5	17498230	17498827	+	NM_001401696.1	TAF11L2
chr5	17521800	17522397	+	NM_001401697.1	TAF11L4
chr5	17528668	17529265	+	NM_001401698.1	TAF11L6
chr5	17525234	17525831	+	NM_001401699.1	TAF11L5
chr5	17518366	17518963	+	NM_001401700.1	TAF11L3
chr5	181367267	181368262	+	NM_001408386.1	OR4F3
chr5	177723363	177782899	-	NM_001413826.1	FAM153A
chr5	17604182	17605910	+	NM_001423534.1	TAF11L11
chr5	17610391	17612111	+	NM_001423536.1	TAF11L12
chr5	160229505	160238716	+	NM_001445.3	FABP6
chr5	151504091	151591331	-	NM_001447.3	FAT2
chr5	39105251	39219563	-	NM_001465.6	FYB1
chr5	138252379	138274621	-	NM_001496.4	GFRA3
chr5	71035346	71067676	-	NM_001515.4	GTF2H2
chr5	150508130	150558211	+	NM_001543.5	NDST1
chr5	65589689	65624333	-	NM_001656.4	TRIM23
chr5	79111808	79132288	+	NM_001713.3	BHMT
chr5	39284139	39364495	-	NM_001737.5	C9
chr5	111224383	111494886	+	NM_001744.6	CAMK4
chr5	134738547	134752157	+	NM_001745.4	CAMLG
chr5	179698966	179731641	+	NM_001746.4	CANX
chr5	96662375	96774683	+	NM_001750.7	CAST
chr5	138285268	138331804	-	NM_001790.5	CDC25C
chr5	69234885	69277430	+	NM_001799.4	CDK7
chr5	115804732	115816659	-	NM_001801.3	CDO1
chr5	150166777	150184558	+	NM_001804.3	CDX1
chr5	86617940	86620962	+	NM_001867.3	COX7C
chr5	76953044	76969471	+	NM_001882.4	CRHBP
chr5	83637804	83720855	-	NM_001884.4	HAPLN1
chr5	149492981	149551439	-	NM_001892.6	CSNK1A1
chr5	138753424	138935034	+	NM_001903.5	CTNNA1
chr5	140332842	140346603	-	NM_001945.3	HBEGF
chr5	107376893	107670937	-	NM_001962.3	EFNA5
chr5	138465478	138469303	+	NM_001964.3	EGR1
chr5	76716125	76735770	+	NM_001992.5	F2R
chr5	128257908	128538245	-	NM_001999.4	FBN2
chr5	151020590	151028988	+	NM_002084.5	GPX3
chr5	55024255	55034570	+	NM_002104.3	GZMK
chr5	140673904	140691370	-	NM_002109.6	HARS1
chr5	176880868	176899346	-	NM_002115.3	HK3
chr5	133052012	133106449	+	NM_002154.4	HSPA4
chr5	55935094	55994963	-	NM_002184.4	IL6ST
chr5	35856890	35879603	+	NM_002185.5	IL7R
chr5	159314779	159330487	-	NM_002187.3	IL12B
chr5	132658172	132661110	+	NM_002188.3	IL13
chr5	132481608	132490773	-	NM_002198.3	IRF1
chr5	51383447	51394730	+	NM_002202.3	ISL1
chr5	52989351	53094779	+	NM_002203.4	ITGA2
chr5	72816660	72914388	+	NM_002270.4	TNPO1
chr5	135946903	135954983	-	NM_002302.3	LECT2
chr5	122063194	122078259	-	NM_002317.7	LOX
chr5	109689926	109869625	+	NM_002372.4	MAN2A1
chr5	88717116	88883184	-	NM_002397.5	MEF2C
chr5	180784779	180802806	-	NM_002406.4	MGAT1
